ins,lat,lon,cluster,cluster_lat,cluster_lon
23098,50.7766111100000,4.9908888890000,23,50.8030471054862,4.9740510138819
23100,51.1469722200000,5.6180277780000,9,51.0857218710037,5.5718000712721
23101,51.1356666700000,4.3722500000000,24,51.0931896568842,4.2260067625731
23003,50.5180277800000,4.8576666670000,13,50.3200405866547,4.8978951661280
23064,50.9513888900000,2.8558888890000,21,50.9803368347700,2.7763755159335
23016,50.7375555600000,5.3277222220000,14,50.5845498603897,5.2629661316003
23002,50.9908888900000,3.6433888890000,15,50.8847853925361,3.5828928947646
23086,50.8543888900000,4.3066111110000,29,50.8329421388199,4.3936786997047
23060,51.2401111100000,3.5295277780000,16,51.1561923269216,3.4855007088831
23104,50.8443333300000,4.3728611110000,29,50.8329421388199,4.3936786997047
23024,50.8159444400000,3.3744444440000,25,50.6903128092095,3.4288941565606
23097,51.3092777800000,4.8663333330000,7,51.2537213842190,4.9065426351020
23044,50.9910277800000,4.4704166670000,29,50.8329421388199,4.3936786997047
23102,50.9342500000000,3.4323333330000,15,50.8847853925361,3.5828928947646
23052,50.9661944400000,3.9274722220000,4,50.8317876779784,3.9071764284863
23105,51.1431111100000,4.1611666670000,24,51.0931896568842,4.2260067625731
23088,50.9854444400000,4.8359444440000,5,50.9312440844034,4.7131468405321
23081,51.0108888900000,2.7053888890000,21,50.9803368347700,2.7763755159335
23047,50.9332500000000,3.3344722220000,10,50.8946331090671,3.1877262143169
23045,50.4873888900000,5.8664722220000,26,50.6256799966047,5.9081545191973
23025,50.5898611100000,5.2771388890000,14,50.5845498603897,5.2629661316003
23050,50.4067500000000,3.8925833330000,27,50.4778217880081,3.7967269591730
23039,51.1886111100000,4.1083888890000,24,51.0931896568842,4.2260067625731
23038,50.7285000000000,3.5198333330000,25,50.6903128092095,3.4288941565606
23094,50.4080555600000,3.9586111110000,27,50.4778217880081,3.7967269591730
23099,51.0208055600000,4.2453888890000,24,51.0931896568842,4.2260067625731
23103,51.1437222200000,4.3455277780000,24,51.0931896568842,4.2260067625731
23096,50.9994444400000,3.7712777780000,18,51.0950750617345,3.8409601932516
11002,51.1073055600000,4.6379722220000,6,51.2014560114874,4.5132481296916
11056,51.1793333300000,4.7279444440000,7,51.2537213842190,4.9065426351020
11050,50.7750000000000,4.7827777780000,5,50.9312440844034,4.7131468405321
11007,51.2932222200000,5.0358888890000,7,51.2537213842190,4.9065426351020
11052,50.6258333300000,6.0446388890000,26,50.6256799966047,5.9081545191973
13011,50.9299166700000,3.6480833330000,15,50.8847853925361,3.5828928947646
12014,50.4524444400000,4.6926388890000,19,50.5257175866044,4.5936105896582
13013,50.0106388900000,5.0263055560000,12,49.9366855968121,5.1309498911424
13016,50.7195833300000,6.0142222220000,26,50.6256799966047,5.9081545191973
11054,50.5693333300000,4.3354722220000,17,50.4338847159527,4.2436339653860
13029,50.7503055600000,3.6168611110000,15,50.8847853925361,3.5828928947646
13049,50.8416666700000,5.3340833330000,8,50.9824241032787,5.2838478336215
13012,50.8225000000000,4.3538888890000,29,50.8329421388199,4.3936786997047
13019,50.8563055600000,3.2657222220000,10,50.8946331090671,3.1877262143169
13010,50.9927222200000,4.7019722220000,5,50.9312440844034,4.7131468405321
13044,51.0439166700000,5.6974722220000,9,51.0857218710037,5.5718000712721
13040,51.0839444400000,4.4227222220000,6,51.2014560114874,4.5132481296916
13037,50.8247222200000,3.9087222220000,4,50.8317876779784,3.9071764284863
13014,50.6222222200000,5.6834722220000,20,50.6406250583419,5.5846802510550
13023,50.5658888900000,5.7138055560000,20,50.6406250583419,5.5846802510550
13004,51.1096388900000,5.7034166670000,9,51.0857218710037,5.5718000712721
13046,50.9185277800000,4.1575555560000,22,50.7617758065337,4.1415127070942
13031,50.4928888900000,3.6750833330000,27,50.4778217880081,3.7967269591730
13001,50.1850000000000,5.9586111110000,1,50.3542061889825,6.0247399500887
13035,50.4470555600000,5.4151111110000,14,50.5845498603897,5.2629661316003
13002,50.4271666700000,4.1829722220000,17,50.4338847159527,4.2436339653860
11057,50.7122777800000,5.3908888890000,14,50.5845498603897,5.2629661316003
13025,51.1683055600000,5.5807222220000,9,51.0857218710037,5.5718000712721
13053,51.0583611100000,4.2119166670000,24,51.0931896568842,4.2260067625731
13008,51.3261111100000,4.8535277780000,7,51.2537213842190,4.9065426351020
13021,51.1070555600000,5.3638333330000,8,50.9824241032787,5.2838478336215
13017,50.8458333300000,3.3110277780000,10,50.8946331090671,3.1877262143169
13036,50.4122500000000,4.1767222220000,17,50.4338847159527,4.2436339653860
13006,51.1291388900000,2.7509722220000,21,50.9803368347700,2.7763755159335
13003,50.7055000000000,3.4733611110000,25,50.6903128092095,3.4288941565606
12021,50.9408888900000,4.9023055560000,23,50.8030471054862,4.9740510138819
11035,50.5465000000000,4.7186388890000,19,50.5257175866044,4.5936105896582
11004,50.7047777800000,4.3793055560000,29,50.8329421388199,4.3936786997047
11021,50.7398333300000,4.3699166670000,29,50.8329421388199,4.3936786997047
11025,50.9182222200000,3.2516666670000,10,50.8946331090671,3.1877262143169
11024,49.8703611100000,5.2171388890000,12,49.9366855968121,5.1309498911424
12026,50.3401111100000,4.2927222220000,17,50.4338847159527,4.2436339653860
12009,51.2977222200000,4.9193333330000,7,51.2537213842190,4.9065426351020
12029,51.1037777800000,2.5914722220000,21,50.9803368347700,2.7763755159335
12002,50.5317222200000,4.9482222220000,13,50.3200405866547,4.8978951661280
11018,51.3423333300000,4.6048055560000,6,51.2014560114874,4.5132481296916
11038,50.8300000000000,4.3616666670000,29,50.8329421388199,4.3936786997047
11001,51.1803333300000,5.2040833330000,8,50.9824241032787,5.2838478336215
11029,51.3916388900000,5.0161111110000,7,51.2537213842190,4.9065426351020
11013,51.1332222200000,3.8328333330000,18,51.0950750617345,3.8409601932516
12025,51.0451944400000,3.9431666670000,18,51.0950750617345,3.8409601932516
12005,51.0841388900000,5.0357222220000,7,51.2537213842190,4.9065426351020
12040,51.0605833300000,4.3326111110000,24,51.0931896568842,4.2260067625731
11037,50.8330277800000,3.7640833330000,4,50.8317876779784,3.9071764284863
11030,50.5244722200000,5.8896388890000,26,50.6256799966047,5.9081545191973
11005,50.3990000000000,3.7491388890000,27,50.4778217880081,3.7967269591730
12035,50.4121388900000,5.0821388890000,13,50.3200405866547,4.8978951661280
12030,50.5872222200000,3.8736111110000,27,50.4778217880081,3.7967269591730
12007,50.9181944400000,4.3563333330000,29,50.8329421388199,4.3936786997047
12034,50.3742500000000,3.7043888890000,27,50.4778217880081,3.7967269591730
11040,51.3500833300000,4.4135000000000,6,51.2014560114874,4.5132481296916
11016,49.9570277800000,5.2388888890000,12,49.9366855968121,5.1309498911424
11022,49.5722777800000,5.5810833330000,11,49.7211159962957,5.6246779059170
11008,50.7332777800000,3.2113611110000,10,50.8946331090671,3.1877262143169
11044,50.0278888900000,4.6286666670000,2,50.1535899618397,4.3780437662493
11023,50.2425277800000,4.8467222220000,13,50.3200405866547,4.8978951661280
11009,50.4355555600000,6.1644722220000,1,50.3542061889825,6.0247399500887
11039,50.6728055600000,5.4258055560000,20,50.6406250583419,5.5846802510550
11055,50.7467777800000,5.8164444440000,26,50.6256799966047,5.9081545191973
11053,51.0715833300000,3.5532500000000,16,51.1561923269216,3.4855007088831
24062,50.8386111100000,5.6228055560000,20,50.6406250583419,5.5846802510550
24038,51.1566111100000,4.4812500000000,6,51.2014560114874,4.5132481296916
24045,50.8464166700000,4.5046666670000,29,50.8329421388199,4.3936786997047
24086,51.4003888900000,4.6036944440000,6,51.2014560114874,4.5132481296916
24009,50.9595277800000,4.5879722220000,5,50.9312440844034,4.7131468405321
24055,50.3273888900000,4.1693055560000,17,50.4338847159527,4.2436339653860
24104,51.2546388900000,5.4790277780000,9,51.0857218710037,5.5718000712721
23062,50.4384444400000,4.3521388890000,17,50.4338847159527,4.2436339653860
24094,50.8717500000000,3.9612777780000,4,50.8317876779784,3.9071764284863
24109,50.7690555600000,3.4418611110000,25,50.6903128092095,3.4288941565606
24007,50.6998611100000,3.3483611110000,25,50.6903128092095,3.4288941565606
24048,50.7306111100000,4.2309166670000,22,50.7617758065337,4.1415127070942
24033,50.5438888900000,5.2358055560000,14,50.5845498603897,5.2629661316003
24014,49.6682777800000,5.5751388890000,11,49.7211159962957,5.6246779059170
24001,50.6739444400000,4.0789722220000,22,50.7617758065337,4.1415127070942
24066,51.3029444400000,4.4006944440000,6,51.2014560114874,4.5132481296916
24043,51.1259166700000,3.4785555560000,16,51.1561923269216,3.4855007088831
24134,50.5447222200000,3.9261944440000,27,50.4778217880081,3.7967269591730
24020,50.7043611100000,3.3071666670000,25,50.6903128092095,3.4288941565606
24107,50.8375555600000,4.4245833330000,29,50.8329421388199,4.3936786997047
24041,50.4432222200000,4.7817777780000,13,50.3200405866547,4.8978951661280
24133,50.3401666700000,5.0525555560000,13,50.3200405866547,4.8978951661280
24011,49.9445555600000,5.6010277780000,11,49.7211159962957,5.6246779059170
24016,50.6497500000000,4.2698888890000,22,50.7617758065337,4.1415127070942
24137,50.3934166700000,5.3873055560000,28,50.2347129962953,5.5023349793124
24135,50.7591111100000,4.3496111110000,29,50.8329421388199,4.3936786997047
24059,50.3840277800000,5.2332500000000,14,50.5845498603897,5.2629661316003
24130,50.8075000000000,4.3041666670000,29,50.8329421388199,4.3936786997047
24028,50.7829444400000,3.0136111110000,10,50.8946331090671,3.1877262143169
24008,51.2750555600000,5.1294722220000,7,51.2537213842190,4.9065426351020
24054,50.6986388900000,5.1747500000000,14,50.5845498603897,5.2629661316003
71022,50.8144444400000,3.2037777780000,10,50.8946331090671,3.1877262143169
71066,50.3035833300000,5.0165277780000,13,50.3200405866547,4.8978951661280
72039,50.0895277800000,5.2790277780000,12,49.9366855968121,5.1309498911424
71024,51.0619166700000,3.7491388890000,18,51.0950750617345,3.8409601932516
71020,50.8746388900000,5.2391666670000,8,50.9824241032787,5.2838478336215
71070,51.2285000000000,3.2164166670000,3,51.1609654056198,3.0702037231252
71037,50.8548611100000,4.4142777780000,29,50.8329421388199,4.3936786997047
73001,50.8911944400000,3.9362500000000,4,50.8317876779784,3.9071764284863
71004,50.6400000000000,4.1668888890000,22,50.7617758065337,4.1415127070942
71011,50.9967222200000,3.3193611110000,10,50.8946331090671,3.1877262143169
71016,50.5388611100000,5.4972222220000,20,50.6406250583419,5.5846802510550
73042,50.4163888900000,4.4441666670000,19,50.5257175866044,4.5936105896582
73107,51.2066388900000,3.3805277780000,16,51.1561923269216,3.4855007088831
72018,50.7458055600000,2.8266666670000,21,50.9803368347700,2.7763755159335
72041,51.4635555600000,4.4737222220000,6,51.2014560114874,4.5132481296916
71047,50.8723611100000,3.1820000000000,10,50.8946331090671,3.1877262143169
71002,50.5717777800000,3.7602500000000,27,50.4778217880081,3.7967269591730
72040,50.8061388900000,4.1577777780000,22,50.7617758065337,4.1415127070942
72021,50.4420000000000,3.8161388890000,27,50.4778217880081,3.7967269591730
71067,50.8224166700000,5.0588055560000,23,50.8030471054862,4.9740510138819
73083,50.2174722200000,4.3453888890000,2,50.1535899618397,4.3780437662493
73040,51.1396944400000,5.4501666670000,9,51.0857218710037,5.5718000712721
73032,50.9277222200000,5.5724166670000,9,51.0857218710037,5.5718000712721
73006,51.0301388900000,4.5030000000000,6,51.2014560114874,4.5132481296916
73066,49.9223055600000,5.5094166670000,11,49.7211159962957,5.6246779059170
73109,50.6186111100000,5.6615833330000,20,50.6406250583419,5.5846802510550
71053,50.7182500000000,5.7351111110000,20,50.6406250583419,5.5846802510550
73098,50.6616944400000,4.4139444440000,29,50.8329421388199,4.3936786997047
73009,50.8073055600000,5.2914166670000,8,50.9824241032787,5.2838478336215
71045,50.9225833300000,5.3419166670000,8,50.9824241032787,5.2838478336215
73022,50.0921388900000,5.5261111110000,28,50.2347129962953,5.5023349793124
71017,51.2414444400000,4.5793055560000,6,51.2014560114874,4.5132481296916
72029,50.9536111100000,4.3421388890000,29,50.8329421388199,4.3936786997047
72025,51.0190277800000,4.4968055560000,6,51.2014560114874,4.5132481296916
72020,50.6801666700000,4.2474722220000,22,50.7617758065337,4.1415127070942
72037,50.8652500000000,4.3302500000000,29,50.8329421388199,4.3936786997047
72038,51.2568333300000,2.9900277780000,3,51.1609654056198,3.0702037231252
71069,50.7283333300000,5.9576666670000,26,50.6256799966047,5.9081545191973
72003,50.3572777800000,6.1659444440000,1,50.3542061889825,6.0247399500887
72004,50.1590555600000,5.6825555560000,28,50.2347129962953,5.5023349793124
71034,49.5712222200000,5.6788611110000,11,49.7211159962957,5.6246779059170
71057,51.1621388900000,3.1934722220000,3,51.1609654056198,3.0702037231252
72030,51.1176944400000,3.5682222220000,16,51.1561923269216,3.4855007088831
62063,51.1145833300000,4.3290555560000,24,51.0931896568842,4.2260067625731
62051,50.6882500000000,4.7866944440000,23,50.8030471054862,4.9740510138819
62022,50.9514166700000,5.7016944440000,9,51.0857218710037,5.5718000712721
62096,50.2997777800000,4.7664444440000,13,50.3200405866547,4.8978951661280
62121,51.2069722200000,4.0787222220000,24,51.0931896568842,4.2260067625731
62032,50.8444444400000,4.0341666670000,4,50.8317876779784,3.9071764284863
62100,51.0268333300000,4.8919444440000,5,50.9312440844034,4.7131468405321
61079,51.1568611100000,2.9440000000000,3,51.1609654056198,3.0702037231252
62026,50.6199722200000,5.7539722220000,26,50.6256799966047,5.9081545191973
61024,51.2202222200000,3.6234444440000,16,51.1561923269216,3.4855007088831
61019,50.9300555600000,5.4236111110000,8,50.9824241032787,5.2838478336215
61010,50.7940555600000,4.3665277780000,29,50.8329421388199,4.3936786997047
61028,51.2039444400000,3.1298055560000,3,51.1609654056198,3.0702037231252
64075,50.4525000000000,3.9500000000000,27,50.4778217880081,3.7967269591730
64029,50.8676944400000,4.9591388890000,23,50.8030471054862,4.9740510138819
64008,51.1426944400000,4.9021111110000,7,51.2537213842190,4.9065426351020
64015,51.2631111100000,3.1473611110000,3,51.1609654056198,3.0702037231252
64034,51.2208055600000,3.7517777780000,18,51.0950750617345,3.8409601932516
64047,51.0006666700000,5.5667222220000,9,51.0857218710037,5.5718000712721
64074,50.9940555600000,3.1674444440000,10,50.8946331090671,3.1877262143169
64076,50.4650555600000,4.2691111110000,17,50.4338847159527,4.2436339653860
62006,50.1711111100000,5.5880555560000,28,50.2347129962953,5.5023349793124
64025,49.8112222200000,5.7381388890000,11,49.7211159962957,5.6246779059170
64063,50.3906944400000,5.6827500000000,28,50.2347129962953,5.5023349793124
64023,50.4386666700000,3.6712500000000,27,50.4778217880081,3.7967269591730
64056,50.0105555600000,4.2034444440000,2,50.1535899618397,4.3780437662493
64021,50.8754444400000,5.0422500000000,23,50.8030471054862,4.9740510138819
62120,51.1697777800000,3.3235833330000,16,51.1561923269216,3.4855007088831
62093,50.5431666700000,3.7385833330000,27,50.4778217880081,3.7967269591730
62003,51.2613333300000,3.0271666670000,3,51.1609654056198,3.0702037231252
62060,50.6736944400000,5.4818611110000,20,50.6406250583419,5.5846802510550
62118,50.4018333300000,4.2924444440000,17,50.4338847159527,4.2436339653860
64065,51.0541944400000,5.0836388890000,8,50.9824241032787,5.2838478336215
61080,50.6291666700000,5.4998333330000,20,50.6406250583419,5.5846802510550
61031,50.5070277800000,4.2500277780000,17,50.4338847159527,4.2436339653860
61072,50.2761666700000,5.2360833330000,28,50.2347129962953,5.5023349793124
61068,51.2225000000000,4.5026944440000,6,51.2014560114874,4.5132481296916
61063,51.0054444400000,3.8294444440000,18,51.0950750617345,3.8409601932516
61003,50.7529444400000,3.9718611110000,4,50.8317876779784,3.9071764284863
61043,50.2805833300000,6.1258055560000,1,50.3542061889825,6.0247399500887
61081,51.1917500000000,4.4883611110000,6,51.2014560114874,4.5132481296916
61012,50.9048333300000,4.4537222220000,29,50.8329421388199,4.3936786997047
61039,50.8288888900000,4.5043055560000,29,50.8329421388199,4.3936786997047
61041,50.2487500000000,5.6330277780000,28,50.2347129962953,5.5023349793124
61048,50.5143611100000,5.6839166670000,20,50.6406250583419,5.5846802510550
62108,49.6010277800000,5.6677222220000,11,49.7211159962957,5.6246779059170
62027,50.7789166700000,4.0806666670000,22,50.7617758065337,4.1415127070942
62015,50.8761666700000,5.4728055560000,8,50.9824241032787,5.2838478336215
62038,51.1651388900000,4.9821111110000,7,51.2537213842190,4.9065426351020
62099,50.5485833300000,4.1741944440000,17,50.4338847159527,4.2436339653860
63035,50.6647222200000,5.0746944440000,23,50.8030471054862,4.9740510138819
62119,51.2284166700000,5.3942222220000,9,51.0857218710037,5.5718000712721
62079,50.5518611100000,5.3070833330000,14,50.5845498603897,5.2629661316003
62011,50.5773055600000,5.8345277780000,26,50.6256799966047,5.9081545191973
63023,50.7053333300000,5.2917500000000,14,50.5845498603897,5.2629661316003
63048,50.4158333300000,5.8108333330000,1,50.3542061889825,6.0247399500887
63040,50.4642777800000,4.5951111110000,19,50.5257175866044,4.5936105896582
63061,50.7033888900000,4.1518888890000,22,50.7617758065337,4.1415127070942
63013,50.6820000000000,4.9048333330000,23,50.8030471054862,4.9740510138819
63012,50.0210833300000,5.5177777780000,28,50.2347129962953,5.5023349793124
63001,50.5104444400000,4.4588055560000,19,50.5257175866044,4.5936105896582
63067,51.2209722200000,4.8339722220000,7,51.2537213842190,4.9065426351020
63087,50.9372222200000,3.1300555560000,10,50.8946331090671,3.1877262143169
63079,51.0607500000000,4.8409722220000,5,50.9312440844034,4.7131468405321
63020,50.3605000000000,4.0818333330000,17,50.4338847159527,4.2436339653860
63046,50.8869166700000,4.1728611110000,22,50.7617758065337,4.1415127070942
63004,51.2050277800000,4.4851944440000,6,51.2014560114874,4.5132481296916
63084,49.7847222200000,5.5358333330000,11,49.7211159962957,5.6246779059170
63038,49.8480555600000,5.7003611110000,11,49.7211159962957,5.6246779059170
63088,50.6066388900000,5.3411944440000,14,50.5845498603897,5.2629661316003
63058,50.7663055600000,4.3141944440000,29,50.8329421388199,4.3936786997047
62122,50.1141111100000,4.9561388890000,13,50.3200405866547,4.8978951661280
63057,50.6200000000000,4.6363888890000,19,50.5257175866044,4.5936105896582
63003,51.1847500000000,2.8202777780000,21,50.9803368347700,2.7763755159335
63089,50.5929444400000,3.3777222220000,25,50.6903128092095,3.4288941565606
63072,50.8660555600000,5.2775555560000,8,50.9824241032787,5.2838478336215
63076,50.0369166700000,5.1002777780000,12,49.9366855968121,5.1309498911424
62009,50.6491666700000,5.5557500000000,20,50.6406250583419,5.5846802510550
63080,50.6672777800000,3.5557222220000,25,50.6903128092095,3.4288941565606
63049,49.7435000000000,5.4792222220000,11,49.7211159962957,5.6246779059170
63073,50.5616944400000,3.9006666670000,27,50.4778217880081,3.7967269591730
63086,50.9136388900000,4.3061111110000,29,50.8329421388199,4.3936786997047
63075,50.8878611100000,4.5225833330000,29,50.8329421388199,4.3936786997047
63045,50.6938333300000,5.8524444440000,26,50.6256799966047,5.9081545191973
92094,49.6880555600000,5.3764166670000,11,49.7211159962957,5.6246779059170
92142,51.1292777800000,5.0755833330000,7,51.2537213842190,4.9065426351020
92137,50.3531666700000,5.8803888890000,1,50.3542061889825,6.0247399500887
92048,50.9923888900000,4.1690277780000,24,51.0931896568842,4.2260067625731
92141,51.1128055600000,4.0965277780000,24,51.0931896568842,4.2260067625731
92114,50.5186388900000,5.3649722220000,14,50.5845498603897,5.2629661316003
92045,50.8122222200000,4.9300000000000,23,50.8030471054862,4.9740510138819
92101,50.7640555600000,2.8992500000000,21,50.9803368347700,2.7763755159335
92140,50.6340833300000,3.9388611110000,4,50.8317876779784,3.9071764284863
92003,49.8359444400000,5.0124166670000,12,49.9366855968121,5.1309498911424
92035,49.9632500000000,4.9412777780000,12,49.9366855968121,5.1309498911424
92006,51.1163611100000,4.4960277780000,6,51.2014560114874,4.5132481296916
92054,50.4315555600000,5.5346388890000,28,50.2347129962953,5.5023349793124
92097,50.2873611100000,5.5166388890000,28,50.2347129962953,5.5023349793124
91059,50.6126388900000,5.9408888890000,26,50.6256799966047,5.9081545191973
91064,50.3598611100000,4.3688333330000,17,50.4338847159527,4.2436339653860
91120,50.9783611100000,4.9763333330000,23,50.8030471054862,4.9740510138819
92138,51.1701666700000,3.5811111110000,16,51.1561923269216,3.4855007088831
91034,50.4858333300000,5.0963888890000,14,50.5845498603897,5.2629661316003
91103,50.8165277800000,4.2800555560000,29,50.8329421388199,4.3936786997047
91141,50.8036388900000,4.3160555560000,29,50.8329421388199,4.3936786997047
91005,50.5403055600000,4.2438333330000,17,50.4338847159527,4.2436339653860
91142,50.6797500000000,5.3360000000000,14,50.5845498603897,5.2629661316003
91143,50.3210000000000,4.8925833330000,13,50.3200405866547,4.8978951661280
91015,50.9820000000000,2.7580277780000,21,50.9803368347700,2.7763755159335
91072,50.1195555600000,4.2767222220000,2,50.1535899618397,4.3780437662493
91013,50.1326944400000,4.2036388890000,2,50.1535899618397,4.3780437662493
91054,50.9244722200000,4.1132222220000,22,50.7617758065337,4.1415127070942
91114,50.5831666700000,5.1262222220000,14,50.5845498603897,5.2629661316003
91030,51.1990000000000,3.7877777780000,18,51.0950750617345,3.8409601932516
93056,50.8395555600000,4.4405000000000,29,50.8329421388199,4.3936786997047
93022,50.6398611100000,4.6735833330000,19,50.5257175866044,4.5936105896582
93010,50.8742500000000,4.3217500000000,29,50.8329421388199,4.3936786997047
92087,50.7278333300000,4.8717222220000,23,50.8030471054862,4.9740510138819
93088,49.7872777800000,5.2452222220000,12,49.9366855968121,5.1309498911424
93014,49.5074166700000,5.4756944440000,11,49.7211159962957,5.6246779059170
93090,51.2243888900000,4.6617500000000,6,51.2014560114874,4.5132481296916
93018,50.3165555600000,4.3705000000000,2,50.1535899618397,4.3780437662493
52011,50.8483333300000,2.8813888890000,21,50.9803368347700,2.7763755159335
52048,51.0928055600000,3.6428333330000,16,51.1561923269216,3.4855007088831
56086,50.6258055600000,5.0086111110000,23,50.8030471054862,4.9740510138819
52022,50.9397500000000,4.7500277780000,5,50.9312440844034,4.7131468405321
56001,51.2344166700000,5.4397222220000,9,51.0857218710037,5.5718000712721
52015,51.0062222200000,3.9749722220000,18,51.0950750617345,3.8409601932516
52012,50.4910277800000,4.5933611110000,19,50.5257175866044,4.5936105896582
52075,49.7380833300000,5.2251666670000,12,49.9366855968121,5.1309498911424
52021,50.9112500000000,3.4013055560000,15,50.8847853925361,3.5828928947646
52055,51.0805555600000,3.1152222220000,3,51.1609654056198,3.0702037231252
52018,50.4720000000000,4.4002777780000,17,50.4338847159527,4.2436339653860
52074,51.2491666700000,4.9608333330000,7,51.2537213842190,4.9065426351020
52025,50.4790833300000,6.1089722220000,1,50.3542061889825,6.0247399500887
56029,51.0776666700000,3.0059444440000,3,51.1609654056198,3.0702037231252
56016,51.2999444400000,4.5553333330000,6,51.2014560114874,4.5132481296916
56088,50.8899444400000,4.0760555560000,22,50.7617758065337,4.1415127070942
56005,50.7251944400000,4.0291388890000,22,50.7617758065337,4.1415127070942
56078,50.9847222200000,4.7811111110000,5,50.9312440844034,4.7131468405321
56044,50.3440555600000,4.6478333330000,19,50.5257175866044,4.5936105896582
56022,50.7020000000000,4.6623888890000,19,50.5257175866044,4.5936105896582
56049,50.4512777800000,5.6478611110000,20,50.6406250583419,5.5846802510550
56051,50.9455833300000,3.2015277780000,10,50.8946331090671,3.1877262143169
82003,51.1570833300000,4.8116388890000,7,51.2537213842190,4.9065426351020
81013,50.7465277800000,4.9791944440000,23,50.8030471054862,4.9740510138819
82009,51.0033333300000,3.6214444440000,15,50.8847853925361,3.5828928947646
82036,50.6714166700000,5.2167777780000,14,50.5845498603897,5.2629661316003
82014,50.9234444400000,3.7898888890000,4,50.8317876779784,3.9071764284863
82037,49.5735000000000,5.8178611110000,11,49.7211159962957,5.6246779059170
82038,50.8221666700000,4.1138055560000,22,50.7617758065337,4.1415127070942
82005,50.0565000000000,5.2641666670000,12,49.9366855968121,5.1309498911424
